tau_1,tau_2,patch_acc_multi,patch_f1_macro,patch_pre_macro,patch_rec_macro,patch_f1_weighted,patch_pre_weighted,patch_rec_weighted,patch_f1_micro,patch_acc_bin,patch_f1_bin,patch_pre_bin,patch_rec_bin
0.72,0.04,0.9772,0.8662,0.8392,0.9061,0.9783,0.9807,0.9772,0.9772,0.9794,0.8537,0.7853,0.9351
0.72,0.05,0.9784,0.8699,0.8475,0.903,0.9793,0.9812,0.9784,0.9784,0.9806,0.8604,0.7997,0.931
0.72,0.06,0.9797,0.8739,0.8595,0.8973,0.9804,0.9819,0.9797,0.9797,0.9818,0.8667,0.8169,0.9229
0.72,0.07,0.981,0.8788,0.8677,0.8976,0.9815,0.9827,0.981,0.981,0.9831,0.875,0.8318,0.9229
0.72,0.08,0.9811,0.8776,0.8706,0.8922,0.9816,0.9826,0.9811,0.9811,0.9832,0.8751,0.837,0.9168
0.72,0.09,0.9814,0.8767,0.8705,0.8888,0.9818,0.9825,0.9814,0.9814,0.9835,0.8761,0.844,0.9108
0.72,0.1,0.9822,0.8793,0.8758,0.888,0.9824,0.983,0.9822,0.9822,0.9842,0.881,0.855,0.9087
0.72,0.11,0.9827,0.8807,0.8808,0.8853,0.9829,0.9833,0.9827,0.9827,0.9848,0.884,0.8643,0.9047
0.72,0.12,0.9829,0.8821,0.8841,0.8844,0.9831,0.9835,0.9829,0.9829,0.985,0.8856,0.8691,0.9026
0.72,0.13,0.9832,0.8828,0.8863,0.8834,0.9833,0.9836,0.9832,0.9832,0.9853,0.8871,0.874,0.9006
0.72,0.14,0.9835,0.8847,0.8899,0.8835,0.9835,0.9838,0.9835,0.9835,0.9854,0.8878,0.8772,0.8986
0.72,0.15,0.9836,0.8853,0.8924,0.882,0.9837,0.9839,0.9836,0.9836,0.9855,0.8884,0.8805,0.8966
0.72,0.16,0.9833,0.8834,0.8919,0.8786,0.9834,0.9836,0.9833,0.9833,0.9853,0.8862,0.88,0.8925
0.72,0.17,0.9835,0.8836,0.894,0.8767,0.9835,0.9836,0.9835,0.9835,0.9854,0.8866,0.8848,0.8884
0.72,0.18,0.9832,0.8818,0.8935,0.8735,0.9832,0.9833,0.9832,0.9832,0.9852,0.8844,0.8844,0.8844
0.72,0.19,0.9836,0.8841,0.8979,0.8736,0.9836,0.9836,0.9836,0.9836,0.9855,0.8871,0.8898,0.8844
0.72,0.2,0.9835,0.8833,0.8983,0.8716,0.9834,0.9834,0.9835,0.9835,0.9854,0.8857,0.8912,0.8803
0.72,0.21,0.9837,0.8847,0.901,0.8717,0.9836,0.9837,0.9837,0.9837,0.9857,0.8875,0.8948,0.8803
0.72,0.22,0.9836,0.8832,0.9014,0.8683,0.9835,0.9835,0.9836,0.9836,0.9855,0.8862,0.8963,0.8763
0.72,0.23,0.9835,0.8822,0.9011,0.8665,0.9833,0.9833,0.9835,0.9835,0.9854,0.885,0.896,0.8742
0.72,0.24,0.9833,0.8804,0.9013,0.8628,0.9832,0.9832,0.9833,0.9833,0.9853,0.8836,0.8975,0.8702
0.72,0.25,0.9836,0.882,0.9046,0.8629,0.9834,0.9834,0.9836,0.9836,0.9855,0.8854,0.9013,0.8702
0.72,0.26,0.9835,0.8811,0.9044,0.8613,0.9833,0.9833,0.9835,0.9835,0.9854,0.8843,0.9011,0.8682
0.72,0.27,0.9837,0.8824,0.9069,0.8614,0.9835,0.9835,0.9837,0.9837,0.9857,0.8861,0.9049,0.8682
0.72,0.28,0.9835,0.8806,0.908,0.857,0.9832,0.9832,0.9835,0.9835,0.9854,0.8836,0.9062,0.8621
0.72,0.29,0.9831,0.8774,0.9073,0.8518,0.9828,0.9827,0.9831,0.9831,0.985,0.8801,0.9056,0.856
0.72,0.3,0.9829,0.8789,0.9089,0.8527,0.9827,0.9826,0.9829,0.9829,0.9848,0.8777,0.9052,0.8519
0.72,0.31,0.9828,0.8778,0.9087,0.8509,0.9825,0.9824,0.9828,0.9828,0.9846,0.8766,0.905,0.8499
0.72,0.32,0.9827,0.8769,0.9113,0.8471,0.9823,0.9822,0.9827,0.9827,0.9845,0.8749,0.9083,0.8438
0.72,0.33,0.9828,0.8774,0.9122,0.8471,0.9825,0.9824,0.9828,0.9828,0.9846,0.8758,0.9103,0.8438
0.72,0.34,0.9828,0.8773,0.916,0.8438,0.9824,0.9823,0.9828,0.9828,0.9845,0.8741,0.9137,0.8377
0.72,0.35,0.9826,0.8749,0.9155,0.8401,0.9821,0.982,0.9826,0.9826,0.9842,0.8717,0.9133,0.8337
0.72,0.36,0.9823,0.8733,0.9151,0.8376,0.9818,0.9818,0.9823,0.9823,0.984,0.8693,0.9129,0.8296
0.72,0.37,0.982,0.8699,0.9146,0.8322,0.9815,0.9815,0.982,0.982,0.9837,0.8669,0.9126,0.8256
0.72,0.38,0.982,0.8699,0.9146,0.8322,0.9815,0.9815,0.982,0.982,0.9837,0.8669,0.9126,0.8256
0.72,0.39,0.9818,0.8681,0.9142,0.8291,0.9813,0.9812,0.9818,0.9818,0.9835,0.8645,0.9122,0.8215
0.72,0.4,0.9816,0.8669,0.9139,0.8273,0.9811,0.981,0.9816,0.9816,0.9833,0.8632,0.912,0.8195
0.72,0.41,0.9818,0.8684,0.9199,0.8257,0.9812,0.9812,0.9818,0.9818,0.9835,0.8639,0.9159,0.8174
0.72,0.42,0.9816,0.8661,0.9196,0.8222,0.9811,0.9811,0.9816,0.9816,0.9833,0.8627,0.9157,0.8154
0.72,0.43,0.9816,0.8661,0.9196,0.8222,0.9811,0.9811,0.9816,0.9816,0.9833,0.8627,0.9157,0.8154
0.72,0.44,0.9819,0.8666,0.9234,0.8205,0.9813,0.9813,0.9819,0.9819,0.9836,0.8642,0.9218,0.8134
0.72,0.45,0.9816,0.8647,0.9229,0.8174,0.981,0.981,0.9816,0.9816,0.9833,0.8618,0.9215,0.8093
0.72,0.46,0.9812,0.8629,0.9224,0.8143,0.9806,0.9806,0.9812,0.9812,0.9829,0.8581,0.9209,0.8032
0.72,0.47,0.9811,0.8618,0.927,0.8094,0.9804,0.9804,0.9811,0.9811,0.9828,0.8562,0.9247,0.7972
0.72,0.48,0.9809,0.8599,0.9266,0.8066,0.9801,0.9802,0.9809,0.9809,0.9826,0.8537,0.9243,0.7931
0.72,0.49,0.9809,0.8598,0.9274,0.8056,0.9801,0.9801,0.9809,0.9809,0.9826,0.8534,0.9264,0.7911
0.72,0.5,0.9806,0.8578,0.927,0.8028,0.9798,0.9799,0.9806,0.9806,0.9823,0.8509,0.926,0.787
0.72,0.51,0.9806,0.8578,0.927,0.8028,0.9798,0.9799,0.9806,0.9806,0.9823,0.8509,0.926,0.787
0.72,0.52,0.9806,0.8573,0.9278,0.8012,0.9797,0.9798,0.9806,0.9806,0.9823,0.8505,0.9281,0.785
0.72,0.53,0.9807,0.8578,0.9288,0.8013,0.9799,0.98,0.9807,0.9807,0.9824,0.8515,0.9303,0.785
0.72,0.54,0.9806,0.8568,0.9286,0.7997,0.9797,0.9798,0.9806,0.9806,0.9823,0.8502,0.9301,0.783
0.72,0.55,0.9805,0.8545,0.9284,0.7962,0.9796,0.9797,0.9805,0.9805,0.9822,0.849,0.93,0.7809
0.72,0.56,0.9802,0.8529,0.928,0.7936,0.9793,0.9794,0.9802,0.9802,0.9819,0.8464,0.9296,0.7769
0.72,0.57,0.9799,0.8516,0.9277,0.7916,0.979,0.9791,0.9799,0.9799,0.9816,0.8439,0.9293,0.7728
0.72,0.58,0.9802,0.853,0.9309,0.7917,0.9792,0.9794,0.9802,0.9802,0.9819,0.8457,0.9338,0.7728
0.72,0.59,0.9797,0.849,0.9301,0.7857,0.9786,0.9788,0.9797,0.9797,0.9814,0.8406,0.9332,0.7647
0.72,0.6,0.9797,0.849,0.9301,0.7857,0.9786,0.9788,0.9797,0.9797,0.9814,0.8406,0.9332,0.7647
0.72,0.61,0.9793,0.8457,0.9294,0.781,0.9782,0.9784,0.9793,0.9793,0.981,0.8367,0.9327,0.7586
0.72,0.62,0.9792,0.8442,0.9313,0.7777,0.978,0.9783,0.9792,0.9792,0.9809,0.835,0.9347,0.7546
0.72,0.63,0.9789,0.8405,0.9309,0.7723,0.9777,0.978,0.9789,0.9789,0.9806,0.8324,0.9343,0.7505
0.72,0.64,0.9784,0.8355,0.9326,0.7641,0.9771,0.9775,0.9784,0.9784,0.9799,0.8258,0.9335,0.7404
0.72,0.65,0.978,0.8317,0.932,0.7589,0.9766,0.9771,0.978,0.978,0.9796,0.8218,0.933,0.7343
0.72,0.66,0.978,0.8317,0.932,0.7589,0.9766,0.9771,0.978,0.978,0.9796,0.8218,0.933,0.7343
0.72,0.67,0.9777,0.8296,0.9315,0.7558,0.9763,0.9768,0.9777,0.9777,0.9793,0.8191,0.9326,0.7302
0.72,0.68,0.9776,0.8282,0.9313,0.754,0.9761,0.9767,0.9776,0.9776,0.9792,0.8178,0.9325,0.7282
0.72,0.69,0.9772,0.8246,0.9307,0.7493,0.9756,0.9762,0.9772,0.9772,0.9788,0.8137,0.9319,0.7221
0.72,0.7,0.9773,0.824,0.9325,0.7475,0.9757,0.9764,0.9773,0.9773,0.9789,0.8142,0.9367,0.7201
0.72,0.71,0.9771,0.8223,0.9321,0.7449,0.9754,0.9761,0.9771,0.9771,0.9786,0.8115,0.9363,0.716
0.72,0.72,0.9768,0.8184,0.9317,0.7396,0.9751,0.9758,0.9768,0.9768,0.9784,0.8088,0.936,0.712
0.73,0.0,0.9767,0.8192,0.9361,0.7386,0.9749,0.9758,0.9767,0.9767,0.978,0.8046,0.9355,0.7059
0.73,0.01,0.9596,0.8161,0.7519,0.922,0.9644,0.9744,0.9596,0.9596,0.9617,0.7637,0.6325,0.9635
0.73,0.02,0.9706,0.8447,0.7965,0.9152,0.9728,0.9776,0.9706,0.9706,0.9727,0.8164,0.7174,0.9473
0.73,0.03,0.9757,0.8662,0.8336,0.9143,0.9771,0.9802,0.9757,0.9757,0.9776,0.8436,0.7644,0.9412
0.73,0.04,0.9777,0.8716,0.8442,0.9107,0.9788,0.9811,0.9777,0.9777,0.9797,0.8553,0.788,0.9351
0.73,0.05,0.9789,0.8753,0.8527,0.9076,0.9798,0.9816,0.9789,0.9789,0.9809,0.862,0.8024,0.931
0.73,0.06,0.9802,0.8795,0.8649,0.9019,0.9809,0.9823,0.9802,0.9802,0.982,0.8683,0.8198,0.9229
0.73,0.07,0.9814,0.8837,0.8719,0.9021,0.9819,0.983,0.9814,0.9814,0.9832,0.8758,0.8333,0.9229
0.73,0.08,0.9815,0.8825,0.8749,0.8967,0.982,0.983,0.9815,0.9815,0.9833,0.876,0.8386,0.9168
0.73,0.09,0.9818,0.8816,0.875,0.8933,0.9821,0.9829,0.9818,0.9818,0.9836,0.877,0.8456,0.9108
0.73,0.1,0.9826,0.8842,0.8802,0.8925,0.9828,0.9834,0.9826,0.9826,0.9844,0.8819,0.8566,0.9087
0.73,0.11,0.9831,0.886,0.8858,0.8898,0.9833,0.9837,0.9831,0.9831,0.9849,0.8849,0.866,0.9047
0.73,0.12,0.9833,0.887,0.8885,0.8889,0.9835,0.9838,0.9833,0.9833,0.9852,0.8865,0.8708,0.9026
0.73,0.13,0.9836,0.8877,0.8907,0.888,0.9837,0.984,0.9836,0.9836,0.9854,0.888,0.8757,0.9006
0.73,0.14,0.9839,0.8896,0.8944,0.888,0.9839,0.9842,0.9839,0.9839,0.9855,0.8887,0.879,0.8986
0.73,0.15,0.984,0.8903,0.897,0.8865,0.984,0.9842,0.984,0.984,0.9857,0.8893,0.8822,0.8966
0.73,0.16,0.9837,0.8884,0.8965,0.8831,0.9838,0.9839,0.9837,0.9837,0.9854,0.8871,0.8818,0.8925
0.73,0.17,0.9839,0.8885,0.8985,0.8812,0.9838,0.984,0.9839,0.9839,0.9855,0.8875,0.8866,0.8884
0.73,0.18,0.9836,0.8868,0.8981,0.8781,0.9836,0.9837,0.9836,0.9836,0.9853,0.8853,0.8862,0.8844
0.73,0.19,0.984,0.8891,0.9026,0.8782,0.9839,0.984,0.984,0.984,0.9857,0.888,0.8916,0.8844
0.73,0.2,0.9839,0.8883,0.903,0.8762,0.9838,0.9838,0.9839,0.9839,0.9855,0.8866,0.893,0.8803
0.73,0.21,0.9841,0.8897,0.9058,0.8762,0.984,0.984,0.9841,0.9841,0.9858,0.8884,0.8967,0.8803
0.73,0.22,0.984,0.8882,0.9061,0.8729,0.9839,0.9839,0.984,0.984,0.9857,0.8871,0.8981,0.8763
0.73,0.23,0.9839,0.8871,0.9059,0.871,0.9837,0.9837,0.9839,0.9839,0.9855,0.8859,0.8979,0.8742
0.73,0.24,0.9837,0.8854,0.9061,0.8674,0.9836,0.9835,0.9837,0.9837,0.9854,0.8845,0.8994,0.8702
0.73,0.25,0.984,0.887,0.9095,0.8674,0.9838,0.9838,0.984,0.984,0.9857,0.8864,0.9032,0.8702
0.73,0.26,0.9839,0.8861,0.9093,0.8659,0.9837,0.9836,0.9839,0.9839,0.9855,0.8852,0.903,0.8682
0.73,0.27,0.984,0.8852,0.9116,0.8624,0.9838,0.9837,0.984,0.984,0.9857,0.8859,0.9066,0.8661
0.73,0.28,0.9836,0.8828,0.9125,0.857,0.9833,0.9833,0.9836,0.9836,0.9853,0.8822,0.9077,0.858
0.73,0.29,0.9832,0.8796,0.9118,0.8518,0.9829,0.9828,0.9832,0.9832,0.9849,0.8787,0.9071,0.8519
0.73,0.3,0.9831,0.8811,0.9136,0.8528,0.9828,0.9827,0.9831,0.9831,0.9846,0.8763,0.9067,0.8479
0.73,0.31,0.9829,0.88,0.9133,0.8509,0.9826,0.9826,0.9829,0.9829,0.9845,0.8751,0.9065,0.8458
0.73,0.32,0.9827,0.8784,0.9146,0.8471,0.9823,0.9822,0.9827,0.9827,0.9842,0.8725,0.9079,0.8398
0.73,0.33,0.9828,0.8789,0.9155,0.8471,0.9824,0.9824,0.9828,0.9828,0.9844,0.8734,0.9099,0.8398
0.73,0.34,0.9828,0.8788,0.9194,0.8438,0.9824,0.9823,0.9828,0.9828,0.9842,0.8717,0.9133,0.8337
0.73,0.35,0.9826,0.8764,0.919,0.8401,0.9821,0.982,0.9826,0.9826,0.984,0.8693,0.9129,0.8296
0.73,0.36,0.9823,0.8748,0.9186,0.8376,0.9818,0.9818,0.9823,0.9823,0.9837,0.8669,0.9126,0.8256
0.73,0.37,0.982,0.8714,0.9181,0.8322,0.9815,0.9815,0.982,0.982,0.9835,0.8645,0.9122,0.8215
0.73,0.38,0.982,0.8714,0.9181,0.8322,0.9815,0.9815,0.982,0.982,0.9835,0.8645,0.9122,0.8215
0.73,0.39,0.9818,0.8696,0.9177,0.8291,0.9812,0.9812,0.9818,0.9818,0.9832,0.862,0.9118,0.8174
0.73,0.4,0.9816,0.8683,0.9174,0.8273,0.9811,0.9811,0.9816,0.9816,0.9831,0.8608,0.9116,0.8154
0.73,0.41,0.9818,0.8699,0.9234,0.8257,0.9812,0.9812,0.9818,0.9818,0.9832,0.8614,0.9155,0.8134
0.73,0.42,0.9816,0.8676,0.9232,0.8222,0.9811,0.9811,0.9816,0.9816,0.9831,0.8602,0.9153,0.8114
0.73,0.43,0.9816,0.8676,0.9232,0.8222,0.9811,0.9811,0.9816,0.9816,0.9831,0.8602,0.9153,0.8114
0.73,0.44,0.9819,0.8681,0.927,0.8205,0.9813,0.9813,0.9819,0.9819,0.9833,0.8618,0.9215,0.8093
0.73,0.45,0.9816,0.8662,0.9266,0.8174,0.981,0.9811,0.9816,0.9816,0.9831,0.8593,0.9211,0.8053
0.73,0.46,0.9812,0.8644,0.9261,0.8143,0.9806,0.9806,0.9812,0.9812,0.9827,0.8556,0.9206,0.7992
0.73,0.47,0.9811,0.8633,0.9308,0.8094,0.9804,0.9805,0.9811,0.9811,0.9826,0.8537,0.9243,0.7931
0.73,0.48,0.9809,0.8614,0.9304,0.8066,0.9801,0.9802,0.9809,0.9809,0.9823,0.8512,0.924,0.789
0.73,0.49,0.9809,0.8613,0.9312,0.8056,0.98,0.9802,0.9809,0.9809,0.9823,0.8509,0.926,0.787
0.73,0.5,0.9806,0.8593,0.9308,0.8028,0.9798,0.9799,0.9806,0.9806,0.982,0.8484,0.9257,0.783
0.73,0.51,0.9806,0.8593,0.9308,0.8028,0.9798,0.9799,0.9806,0.9806,0.982,0.8484,0.9257,0.783
0.73,0.52,0.9806,0.8588,0.9316,0.8012,0.9797,0.9799,0.9806,0.9806,0.982,0.848,0.9277,0.7809
0.73,0.53,0.9807,0.8593,0.9326,0.8013,0.9799,0.98,0.9807,0.9807,0.9822,0.849,0.93,0.7809
0.73,0.54,0.9806,0.8583,0.9323,0.7997,0.9797,0.9799,0.9806,0.9806,0.982,0.8477,0.9298,0.7789
0.73,0.55,0.9805,0.856,0.9322,0.7962,0.9796,0.9797,0.9805,0.9805,0.9819,0.8464,0.9296,0.7769
0.73,0.56,0.9802,0.8543,0.9318,0.7936,0.9793,0.9794,0.9802,0.9802,0.9816,0.8439,0.9293,0.7728
0.73,0.57,0.9799,0.853,0.9315,0.7916,0.979,0.9792,0.9799,0.9799,0.9814,0.8413,0.9289,0.7688
0.73,0.58,0.9802,0.8545,0.9348,0.7917,0.9792,0.9794,0.9802,0.9802,0.9816,0.8432,0.9335,0.7688
0.73,0.59,0.9797,0.8505,0.934,0.7857,0.9786,0.9789,0.9797,0.9797,0.9811,0.838,0.9328,0.7606
0.73,0.6,0.9797,0.8505,0.934,0.7857,0.9786,0.9789,0.9797,0.9797,0.9811,0.838,0.9328,0.7606
0.73,0.61,0.9793,0.8472,0.9334,0.781,0.9782,0.9784,0.9793,0.9793,0.9807,0.8341,0.9323,0.7546
0.73,0.62,0.9792,0.8457,0.9354,0.7777,0.978,0.9783,0.9792,0.9792,0.9806,0.8324,0.9343,0.7505
0.73,0.63,0.9789,0.842,0.935,0.7723,0.9777,0.9781,0.9789,0.9789,0.9803,0.8298,0.934,0.7465
0.73,0.64,0.9784,0.837,0.9369,0.7641,0.977,0.9776,0.9784,0.9784,0.9797,0.8231,0.9332,0.7363
0.73,0.65,0.978,0.8332,0.9363,0.7589,0.9766,0.9772,0.978,0.978,0.9793,0.8191,0.9326,0.7302
0.73,0.66,0.978,0.8332,0.9363,0.7589,0.9766,0.9772,0.978,0.978,0.9793,0.8191,0.9326,0.7302
0.73,0.67,0.9777,0.8311,0.9359,0.7558,0.9763,0.9769,0.9777,0.9777,0.979,0.8164,0.9323,0.7262
0.73,0.68,0.9776,0.8297,0.9357,0.754,0.9761,0.9767,0.9776,0.9776,0.9789,0.8151,0.9321,0.7241
0.73,0.69,0.9772,0.8261,0.9351,0.7493,0.9756,0.9763,0.9772,0.9772,0.9785,0.811,0.9316,0.7181
0.73,0.7,0.9773,0.8255,0.937,0.7475,0.9757,0.9765,0.9773,0.9773,0.9786,0.8115,0.9363,0.716
0.73,0.71,0.9771,0.8238,0.9366,0.7449,0.9754,0.9762,0.9771,0.9771,0.9784,0.8088,0.936,0.712
0.73,0.72,0.9768,0.8198,0.9363,0.7396,0.9751,0.9759,0.9768,0.9768,0.9781,0.806,0.9357,0.7079
0.73,0.73,0.9767,0.8192,0.9361,0.7386,0.9749,0.9758,0.9767,0.9767,0.978,0.8046,0.9355,0.7059
0.74,0.0,0.9768,0.8191,0.9397,0.7361,0.975,0.9759,0.9768,0.9768,0.9781,0.8047,0.9428,0.7018
0.74,0.01,0.9592,0.8141,0.7509,0.9171,0.9639,0.9736,0.9592,0.9592,0.9613,0.7599,0.6317,0.9533
0.74,0.02,0.9701,0.8424,0.7955,0.9102,0.9723,0.9769,0.9701,0.9701,0.9721,0.812,0.7163,0.9371
0.74,0.03,0.9751,0.8638,0.8326,0.9093,0.9765,0.9794,0.9751,0.9751,0.9771,0.8391,0.7637,0.931
0.74,0.04,0.9772,0.8694,0.8431,0.9067,0.9783,0.9804,0.9772,0.9772,0.9792,0.851,0.7866,0.927
0.74,0.05,0.9784,0.8731,0.8517,0.9036,0.9793,0.981,0.9784,0.9784,0.9803,0.8577,0.8011,0.9229
0.74,0.06,0.9797,0.8772,0.8639,0.8979,0.9803,0.9816,0.9797,0.9797,0.9815,0.864,0.8185,0.9148
0.74,0.07,0.9809,0.8814,0.871,0.8981,0.9814,0.9824,0.9809,0.9809,0.9827,0.8715,0.8321,0.9148
0.74,0.08,0.981,0.8802,0.874,0.8927,0.9814,0.9823,0.981,0.981,0.9828,0.8716,0.8374,0.9087
0.74,0.09,0.9812,0.8793,0.874,0.8893,0.9816,0.9823,0.9812,0.9812,0.9831,0.8725,0.8444,0.9026
0.74,0.1,0.982,0.8819,0.8793,0.8885,0.9823,0.9828,0.982,0.982,0.9839,0.8775,0.8555,0.9006
0.74,0.11,0.9826,0.8836,0.8849,0.8858,0.9827,0.9831,0.9826,0.9826,0.9844,0.8805,0.865,0.8966
0.74,0.12,0.9828,0.8846,0.8877,0.8849,0.9829,0.9832,0.9828,0.9828,0.9846,0.882,0.8698,0.8945
0.74,0.13,0.9832,0.8859,0.89,0.885,0.9833,0.9835,0.9832,0.9832,0.985,0.8847,0.875,0.8945
0.74,0.14,0.9835,0.8879,0.8938,0.885,0.9835,0.9837,0.9835,0.9835,0.9852,0.8853,0.8782,0.8925
0.74,0.15,0.9836,0.8885,0.8964,0.8835,0.9836,0.9838,0.9836,0.9836,0.9853,0.886,0.8815,0.8905
0.74,0.16,0.9833,0.8866,0.8959,0.8801,0.9834,0.9835,0.9833,0.9833,0.985,0.8837,0.881,0.8864
0.74,0.17,0.9835,0.8867,0.8979,0.8782,0.9834,0.9835,0.9835,0.9835,0.9852,0.8841,0.8859,0.8824
0.74,0.18,0.9832,0.885,0.8975,0.8751,0.9832,0.9832,0.9832,0.9832,0.9849,0.8819,0.8855,0.8783
0.74,0.19,0.9836,0.8873,0.902,0.8751,0.9835,0.9836,0.9836,0.9836,0.9853,0.8846,0.8909,0.8783
0.74,0.2,0.9835,0.8865,0.9024,0.8732,0.9834,0.9834,0.9835,0.9835,0.9852,0.8832,0.8923,0.8742
0.74,0.21,0.9837,0.8879,0.9052,0.8732,0.9836,0.9836,0.9837,0.9837,0.9854,0.885,0.896,0.8742
0.74,0.22,0.9836,0.8864,0.9056,0.8699,0.9835,0.9834,0.9836,0.9836,0.9853,0.8836,0.8975,0.8702
0.74,0.23,0.9835,0.8853,0.9053,0.868,0.9833,0.9833,0.9835,0.9835,0.9852,0.8825,0.8973,0.8682
0.74,0.24,0.9833,0.8836,0.9056,0.8644,0.9832,0.9831,0.9833,0.9833,0.985,0.8811,0.8987,0.8641
0.74,0.25,0.9836,0.8852,0.9089,0.8644,0.9834,0.9833,0.9836,0.9836,0.9853,0.8829,0.9025,0.8641
0.74,0.26,0.9835,0.8843,0.9087,0.8629,0.9833,0.9832,0.9835,0.9835,0.9852,0.8817,0.9023,0.8621
0.74,0.27,0.9836,0.8834,0.911,0.8594,0.9834,0.9833,0.9836,0.9836,0.9853,0.8824,0.906,0.86
0.74,0.28,0.9832,0.881,0.912,0.854,0.9829,0.9828,0.9832,0.9832,0.9849,0.8787,0.9071,0.8519
0.74,0.29,0.9828,0.8778,0.9113,0.8488,0.9825,0.9824,0.9828,0.9828,0.9845,0.8751,0.9065,0.8458
0.74,0.3,0.9827,0.8793,0.913,0.8497,0.9823,0.9822,0.9827,0.9827,0.9842,0.8728,0.9061,0.8418
0.74,0.31,0.9826,0.8781,0.9128,0.8479,0.9822,0.9821,0.9826,0.9826,0.9841,0.8716,0.9059,0.8398
0.74,0.32,0.9823,0.8766,0.9141,0.8441,0.9819,0.9818,0.9823,0.9823,0.9839,0.8689,0.9073,0.8337
0.74,0.33,0.9824,0.877,0.915,0.8441,0.982,0.9819,0.9824,0.9824,0.984,0.8698,0.9093,0.8337
0.74,0.34,0.9824,0.8769,0.9189,0.8408,0.982,0.9819,0.9824,0.9824,0.9839,0.8681,0.9128,0.8276
0.74,0.35,0.9822,0.8745,0.9184,0.8371,0.9817,0.9816,0.9822,0.9822,0.9836,0.8657,0.9124,0.8235
0.74,0.36,0.9819,0.873,0.918,0.8345,0.9814,0.9813,0.9819,0.9819,0.9833,0.8632,0.912,0.8195
0.74,0.37,0.9816,0.8695,0.9175,0.8292,0.9811,0.981,0.9816,0.9816,0.9831,0.8608,0.9116,0.8154
0.74,0.38,0.9816,0.8695,0.9175,0.8292,0.9811,0.981,0.9816,0.9816,0.9831,0.8608,0.9116,0.8154
0.74,0.39,0.9814,0.8677,0.9171,0.8261,0.9808,0.9808,0.9814,0.9814,0.9828,0.8584,0.9112,0.8114
0.74,0.4,0.9812,0.8665,0.9169,0.8242,0.9807,0.9806,0.9812,0.9812,0.9827,0.8571,0.911,0.8093
0.74,0.41,0.9814,0.868,0.9229,0.8227,0.9808,0.9808,0.9814,0.9814,0.9828,0.8578,0.9149,0.8073
0.74,0.42,0.9812,0.8658,0.9227,0.8192,0.9806,0.9806,0.9812,0.9812,0.9827,0.8565,0.9147,0.8053
0.74,0.43,0.9812,0.8658,0.9227,0.8192,0.9806,0.9806,0.9812,0.9812,0.9827,0.8565,0.9147,0.8053
0.74,0.44,0.9815,0.8663,0.9265,0.8175,0.9808,0.9809,0.9815,0.9815,0.9829,0.8581,0.9209,0.8032
0.74,0.45,0.9812,0.8644,0.9261,0.8143,0.9806,0.9806,0.9812,0.9812,0.9827,0.8556,0.9206,0.7992
0.74,0.46,0.9811,0.8638,0.9259,0.8133,0.9804,0.9805,0.9811,0.9811,0.9826,0.8543,0.9204,0.7972
0.74,0.47,0.981,0.8627,0.9306,0.8084,0.9802,0.9803,0.981,0.981,0.9824,0.8525,0.9242,0.7911
0.74,0.48,0.9807,0.8608,0.9302,0.8056,0.9799,0.98,0.9807,0.9807,0.9822,0.8499,0.9238,0.787
0.74,0.49,0.9807,0.8606,0.931,0.8046,0.9799,0.98,0.9807,0.9807,0.9822,0.8496,0.9258,0.785
0.74,0.5,0.9805,0.8587,0.9306,0.8018,0.9796,0.9797,0.9805,0.9805,0.9819,0.8471,0.9255,0.7809
0.74,0.51,0.9805,0.8587,0.9306,0.8018,0.9796,0.9797,0.9805,0.9805,0.9819,0.8471,0.9255,0.7809
0.74,0.52,0.9805,0.8582,0.9314,0.8002,0.9796,0.9797,0.9805,0.9805,0.9819,0.8467,0.9275,0.7789
0.74,0.53,0.9806,0.8586,0.9324,0.8003,0.9797,0.9799,0.9806,0.9806,0.982,0.8477,0.9298,0.7789
0.74,0.54,0.9805,0.8576,0.9322,0.7987,0.9796,0.9797,0.9805,0.9805,0.9819,0.8464,0.9296,0.7769
0.74,0.55,0.9803,0.8553,0.9321,0.7952,0.9794,0.9796,0.9803,0.9803,0.9818,0.8451,0.9294,0.7748
0.74,0.56,0.9801,0.8537,0.9317,0.7926,0.9791,0.9793,0.9801,0.9801,0.9815,0.8426,0.9291,0.7708
0.74,0.57,0.9798,0.8524,0.9313,0.7906,0.9788,0.979,0.9798,0.9798,0.9812,0.84,0.9287,0.7667
0.74,0.58,0.9801,0.8538,0.9346,0.7907,0.9791,0.9793,0.9801,0.9801,0.9815,0.8419,0.9333,0.7667
0.74,0.59,0.9796,0.8499,0.9338,0.7847,0.9785,0.9787,0.9796,0.9796,0.981,0.8367,0.9327,0.7586
0.74,0.6,0.9796,0.8499,0.9338,0.7847,0.9785,0.9787,0.9796,0.9796,0.981,0.8367,0.9327,0.7586
0.74,0.61,0.9792,0.8466,0.9332,0.78,0.978,0.9783,0.9792,0.9792,0.9806,0.8328,0.9322,0.7525
0.74,0.62,0.979,0.8451,0.9352,0.7767,0.9778,0.9782,0.979,0.979,0.9805,0.8311,0.9342,0.7485
0.74,0.63,0.9788,0.8414,0.9349,0.7713,0.9775,0.9779,0.9788,0.9788,0.9802,0.8284,0.9338,0.7444
