tau_1,tau_2,patch_acc_multi,patch_f1_macro,patch_pre_macro,patch_rec_macro,patch_f1_weighted,patch_pre_weighted,patch_rec_weighted,patch_f1_micro,patch_acc_bin,patch_f1_bin,patch_pre_bin,patch_rec_bin
0.56,0.19,0.9828,0.8736,0.8756,0.8723,0.9828,0.9829,0.9828,0.9828,0.9854,0.8869,0.8833,0.8905
0.56,0.2,0.9827,0.8728,0.876,0.8704,0.9827,0.9827,0.9827,0.9827,0.9853,0.8855,0.8846,0.8864
0.56,0.21,0.9829,0.8742,0.8786,0.8704,0.9829,0.9829,0.9829,0.9829,0.9855,0.8873,0.8882,0.8864
0.56,0.22,0.9828,0.8727,0.8789,0.867,0.9828,0.9827,0.9828,0.9828,0.9854,0.8859,0.8896,0.8824
0.56,0.23,0.9827,0.8716,0.8786,0.8652,0.9826,0.9826,0.9827,0.9827,0.9853,0.8848,0.8893,0.8803
0.56,0.24,0.9826,0.8698,0.8788,0.8616,0.9824,0.9824,0.9826,0.9826,0.9852,0.8834,0.8907,0.8763
0.56,0.25,0.9828,0.8714,0.8821,0.8616,0.9827,0.9826,0.9828,0.9828,0.9854,0.8852,0.8944,0.8763
0.56,0.26,0.9827,0.8705,0.8819,0.8601,0.9826,0.9825,0.9827,0.9827,0.9853,0.8841,0.8942,0.8742
0.56,0.27,0.9829,0.8718,0.8845,0.8601,0.9828,0.9827,0.9829,0.9829,0.9855,0.8859,0.8979,0.8742
0.56,0.28,0.9827,0.8699,0.8856,0.8557,0.9825,0.9824,0.9827,0.9827,0.9853,0.8834,0.8992,0.8682
0.56,0.29,0.9823,0.8667,0.8848,0.8505,0.9821,0.982,0.9823,0.9823,0.9849,0.8799,0.8985,0.8621
0.56,0.3,0.982,0.8652,0.8843,0.8479,0.9818,0.9817,0.982,0.982,0.9846,0.8776,0.8981,0.858
0.56,0.31,0.9819,0.8641,0.8841,0.8461,0.9816,0.9815,0.9819,0.9819,0.9845,0.8764,0.8979,0.856
0.56,0.32,0.9819,0.8638,0.8868,0.8433,0.9816,0.9815,0.9819,0.9819,0.9845,0.8759,0.9013,0.8519
0.56,0.33,0.982,0.8642,0.8877,0.8434,0.9817,0.9816,0.982,0.982,0.9846,0.8768,0.9032,0.8519
0.56,0.34,0.982,0.8641,0.8914,0.84,0.9817,0.9815,0.982,0.982,0.9845,0.8751,0.9065,0.8458
0.56,0.35,0.9818,0.8631,0.8941,0.8363,0.9814,0.9812,0.9818,0.9818,0.9841,0.8716,0.9059,0.8398
0.56,0.36,0.9815,0.8616,0.8936,0.8338,0.9811,0.9809,0.9815,0.9815,0.9839,0.8692,0.9055,0.8357
0.56,0.37,0.9815,0.8616,0.8936,0.8338,0.9811,0.9809,0.9815,0.9815,0.9839,0.8692,0.9055,0.8357
0.56,0.38,0.9815,0.8616,0.8936,0.8338,0.9811,0.9809,0.9815,0.9815,0.9839,0.8692,0.9055,0.8357
0.56,0.39,0.9812,0.8597,0.8932,0.8306,0.9808,0.9807,0.9812,0.9812,0.9836,0.8668,0.9051,0.8316
0.56,0.4,0.9812,0.8597,0.8932,0.8306,0.9808,0.9807,0.9812,0.9812,0.9836,0.8668,0.9051,0.8316
0.56,0.41,0.9814,0.8612,0.8984,0.8291,0.9809,0.9808,0.9814,0.9814,0.9837,0.8674,0.9089,0.8296
0.56,0.42,0.9812,0.859,0.8979,0.8256,0.9808,0.9806,0.9812,0.9812,0.9836,0.8662,0.9087,0.8276
0.56,0.43,0.9812,0.859,0.8979,0.8256,0.9808,0.9806,0.9812,0.9812,0.9836,0.8662,0.9087,0.8276
0.56,0.44,0.9815,0.8595,0.9015,0.8239,0.981,0.9809,0.9815,0.9815,0.9839,0.8678,0.9146,0.8256
0.56,0.45,0.9812,0.8576,0.901,0.8208,0.9807,0.9806,0.9812,0.9812,0.9836,0.8654,0.9142,0.8215
0.56,0.46,0.981,0.8563,0.9007,0.8187,0.9804,0.9803,0.981,0.981,0.9833,0.863,0.9138,0.8174
0.56,0.47,0.9809,0.8552,0.9045,0.8138,0.9802,0.9801,0.9809,0.9809,0.9832,0.8611,0.9174,0.8114
0.56,0.48,0.9806,0.8533,0.904,0.811,0.9799,0.9798,0.9806,0.9806,0.9829,0.8587,0.9171,0.8073
0.56,0.49,0.9806,0.8531,0.9048,0.81,0.9799,0.9798,0.9806,0.9806,0.9829,0.8584,0.919,0.8053
0.56,0.5,0.9803,0.8512,0.9043,0.8072,0.9796,0.9795,0.9803,0.9803,0.9827,0.8559,0.9186,0.8012
0.56,0.51,0.9803,0.8512,0.9043,0.8072,0.9796,0.9795,0.9803,0.9803,0.9827,0.8559,0.9186,0.8012
0.56,0.52,0.9803,0.8522,0.9088,0.8057,0.9796,0.9795,0.9803,0.9803,0.9826,0.8543,0.9204,0.7972
0.56,0.53,0.9805,0.8527,0.9097,0.8057,0.9797,0.9796,0.9805,0.9805,0.9827,0.8553,0.9225,0.7972
0.56,0.54,0.9803,0.8517,0.9095,0.8041,0.9795,0.9795,0.9803,0.9803,0.9826,0.854,0.9224,0.7951
0.56,0.55,0.9802,0.8495,0.9091,0.8006,0.9794,0.9793,0.9802,0.9802,0.9824,0.8528,0.9222,0.7931
0.56,0.56,0.9799,0.8478,0.9087,0.798,0.9791,0.9791,0.9799,0.9799,0.9822,0.8503,0.9218,0.789
0.57,0.0,0.9798,0.8482,0.9123,0.7961,0.9789,0.9789,0.9798,0.9798,0.982,0.8487,0.9236,0.785
0.57,0.01,0.9569,0.7935,0.7262,0.9018,0.9622,0.9729,0.9569,0.9569,0.9607,0.7588,0.6258,0.9635
0.57,0.02,0.9684,0.8238,0.771,0.8981,0.9709,0.9761,0.9684,0.9684,0.972,0.8132,0.7112,0.9493
0.57,0.03,0.974,0.8484,0.8088,0.902,0.9756,0.9789,0.974,0.974,0.9771,0.8409,0.7586,0.9432
0.57,0.04,0.976,0.8536,0.8191,0.8984,0.9773,0.9797,0.976,0.976,0.9792,0.8524,0.7817,0.9371
0.57,0.05,0.9775,0.8592,0.8284,0.8984,0.9785,0.9805,0.9775,0.9775,0.9805,0.8601,0.7962,0.9351
0.57,0.06,0.9788,0.8632,0.84,0.8927,0.9796,0.981,0.9788,0.9788,0.9816,0.8664,0.8132,0.927
0.57,0.07,0.9801,0.868,0.8482,0.893,0.9807,0.9819,0.9801,0.9801,0.9829,0.8746,0.8279,0.927
0.57,0.08,0.9802,0.8668,0.8508,0.8875,0.9808,0.9818,0.9802,0.9802,0.9831,0.8748,0.833,0.9209
0.57,0.09,0.9806,0.8664,0.8519,0.8841,0.981,0.9818,0.9806,0.9806,0.9835,0.8766,0.8414,0.9148
0.57,0.1,0.9814,0.8689,0.857,0.8833,0.9817,0.9823,0.9814,0.9814,0.9842,0.8815,0.8523,0.9128
0.57,0.11,0.9819,0.8703,0.862,0.8807,0.9821,0.9826,0.9819,0.9819,0.9848,0.8845,0.8615,0.9087
0.57,0.12,0.9822,0.8721,0.8649,0.8813,0.9824,0.9827,0.9822,0.9822,0.9849,0.8851,0.8646,0.9067
0.57,0.13,0.9824,0.8728,0.867,0.8804,0.9826,0.9829,0.9824,0.9824,0.9852,0.8867,0.8694,0.9047
0.57,0.14,0.9827,0.8747,0.8707,0.8804,0.9828,0.983,0.9827,0.9827,0.9853,0.8873,0.8725,0.9026
0.57,0.15,0.9828,0.8753,0.8732,0.8789,0.9829,0.9831,0.9828,0.9828,0.9854,0.888,0.8757,0.9006
0.57,0.16,0.9827,0.8745,0.873,0.8773,0.9828,0.983,0.9827,0.9827,0.9853,0.8869,0.8755,0.8986
0.57,0.17,0.9828,0.8746,0.875,0.8754,0.9829,0.983,0.9828,0.9828,0.9854,0.8873,0.8802,0.8945
0.57,0.18,0.9826,0.8729,0.8745,0.8723,0.9826,0.9827,0.9826,0.9826,0.9852,0.8851,0.8798,0.8905
0.57,0.19,0.9829,0.8751,0.8789,0.8724,0.983,0.983,0.9829,0.9829,0.9855,0.8878,0.8851,0.8905
0.57,0.2,0.9828,0.8744,0.8793,0.8704,0.9828,0.9828,0.9828,0.9828,0.9854,0.8864,0.8864,0.8864
0.57,0.21,0.9831,0.8757,0.8819,0.8704,0.983,0.983,0.9831,0.9831,0.9857,0.8882,0.89,0.8864
0.57,0.22,0.9829,0.8742,0.8822,0.8671,0.9829,0.9828,0.9829,0.9829,0.9855,0.8869,0.8914,0.8824
0.57,0.23,0.9828,0.8731,0.8819,0.8652,0.9827,0.9827,0.9828,0.9828,0.9854,0.8857,0.8912,0.8803
0.57,0.24,0.9827,0.8713,0.8821,0.8616,0.9826,0.9825,0.9827,0.9827,0.9853,0.8843,0.8926,0.8763
0.57,0.25,0.9829,0.8729,0.8854,0.8617,0.9828,0.9827,0.9829,0.9829,0.9855,0.8862,0.8963,0.8763
0.57,0.26,0.9828,0.872,0.8852,0.8601,0.9827,0.9826,0.9828,0.9828,0.9854,0.885,0.896,0.8742
0.57,0.27,0.9831,0.8733,0.8878,0.8601,0.9829,0.9828,0.9831,0.9831,0.9857,0.8868,0.8998,0.8742
0.57,0.28,0.9828,0.8715,0.8888,0.8558,0.9826,0.9825,0.9828,0.9828,0.9854,0.8843,0.9011,0.8682
0.57,0.29,0.9824,0.8683,0.888,0.8505,0.9822,0.9821,0.9824,0.9824,0.985,0.8808,0.9004,0.8621
0.57,0.3,0.9822,0.8668,0.8876,0.848,0.9819,0.9818,0.9822,0.9822,0.9848,0.8785,0.9,0.858
0.57,0.31,0.982,0.8656,0.8873,0.8461,0.9818,0.9816,0.982,0.982,0.9846,0.8773,0.8998,0.856
0.57,0.32,0.982,0.8653,0.8901,0.8434,0.9817,0.9816,0.982,0.982,0.9846,0.8768,0.9032,0.8519
0.57,0.33,0.9822,0.8657,0.891,0.8434,0.9818,0.9817,0.9822,0.9822,0.9848,0.8777,0.9052,0.8519
0.57,0.34,0.9822,0.8656,0.8946,0.84,0.9818,0.9817,0.9822,0.9822,0.9846,0.8761,0.9085,0.8458
0.57,0.35,0.9819,0.8647,0.8974,0.8364,0.9815,0.9814,0.9819,0.9819,0.9842,0.8725,0.9079,0.8398
0.57,0.36,0.9816,0.8631,0.897,0.8338,0.9812,0.9811,0.9816,0.9816,0.984,0.8701,0.9075,0.8357
0.57,0.37,0.9816,0.8631,0.897,0.8338,0.9812,0.9811,0.9816,0.9816,0.984,0.8701,0.9075,0.8357
0.57,0.38,0.9816,0.8631,0.897,0.8338,0.9812,0.9811,0.9816,0.9816,0.984,0.8701,0.9075,0.8357
0.57,0.39,0.9814,0.8613,0.8966,0.8307,0.9809,0.9808,0.9814,0.9814,0.9837,0.8677,0.9071,0.8316
0.57,0.4,0.9814,0.8613,0.8966,0.8307,0.9809,0.9808,0.9814,0.9814,0.9837,0.8677,0.9071,0.8316
0.57,0.41,0.9815,0.8627,0.9019,0.8292,0.981,0.9809,0.9815,0.9815,0.9839,0.8684,0.9109,0.8296
0.57,0.42,0.9814,0.8605,0.9015,0.8257,0.9809,0.9808,0.9814,0.9814,0.9837,0.8672,0.9107,0.8276
0.57,0.43,0.9814,0.8605,0.9015,0.8257,0.9809,0.9808,0.9814,0.9814,0.9837,0.8672,0.9107,0.8276
0.57,0.44,0.9816,0.861,0.9051,0.8239,0.9811,0.981,0.9816,0.9816,0.984,0.8687,0.9167,0.8256
0.57,0.45,0.9814,0.8591,0.9046,0.8208,0.9808,0.9807,0.9814,0.9814,0.9837,0.8663,0.9163,0.8215
0.57,0.46,0.9811,0.8579,0.9043,0.8188,0.9805,0.9804,0.9811,0.9811,0.9835,0.8639,0.9159,0.8174
0.57,0.47,0.981,0.8568,0.9082,0.8139,0.9803,0.9803,0.981,0.981,0.9833,0.8621,0.9195,0.8114
0.57,0.48,0.9807,0.8549,0.9078,0.811,0.98,0.98,0.9807,0.9807,0.9831,0.8596,0.9192,0.8073
0.57,0.49,0.9807,0.8547,0.9085,0.8101,0.98,0.9799,0.9807,0.9807,0.9831,0.8593,0.9211,0.8053
0.57,0.5,0.9805,0.8528,0.9081,0.8072,0.9797,0.9797,0.9805,0.9805,0.9828,0.8568,0.9207,0.8012
0.57,0.51,0.9805,0.8528,0.9081,0.8072,0.9797,0.9797,0.9805,0.9805,0.9828,0.8568,0.9207,0.8012
0.57,0.52,0.9805,0.8539,0.9127,0.8057,0.9797,0.9796,0.9805,0.9805,0.9827,0.8553,0.9225,0.7972
0.57,0.53,0.9806,0.8543,0.9136,0.8057,0.9798,0.9798,0.9806,0.9806,0.9828,0.8562,0.9247,0.7972
0.57,0.54,0.9805,0.8533,0.9134,0.8041,0.9797,0.9796,0.9805,0.9805,0.9827,0.855,0.9245,0.7951
0.57,0.55,0.9803,0.8511,0.9131,0.8006,0.9795,0.9795,0.9803,0.9803,0.9826,0.8537,0.9243,0.7931
0.57,0.56,0.9801,0.8495,0.9127,0.7981,0.9792,0.9792,0.9801,0.9801,0.9823,0.8512,0.924,0.789
0.57,0.57,0.9798,0.8482,0.9123,0.7961,0.9789,0.9789,0.9798,0.9798,0.982,0.8487,0.9236,0.785
0.58,0.0,0.9801,0.8502,0.917,0.7961,0.9792,0.9792,0.9801,0.9801,0.9822,0.8493,0.9279,0.783
0.58,0.01,0.957,0.7946,0.7273,0.9028,0.9623,0.973,0.957,0.957,0.9607,0.7588,0.6258,0.9635
0.58,0.02,0.9685,0.8249,0.7721,0.8991,0.971,0.9762,0.9685,0.9685,0.972,0.8132,0.7112,0.9493
0.58,0.03,0.9741,0.8495,0.8101,0.903,0.9757,0.979,0.9741,0.9741,0.9771,0.8409,0.7586,0.9432
0.58,0.04,0.9762,0.8547,0.8203,0.8994,0.9774,0.9798,0.9762,0.9762,0.9792,0.8524,0.7817,0.9371
0.58,0.05,0.9776,0.8603,0.8297,0.8994,0.9786,0.9806,0.9776,0.9776,0.9805,0.8601,0.7962,0.9351
0.58,0.06,0.9789,0.8644,0.8413,0.8937,0.9797,0.9812,0.9789,0.9789,0.9816,0.8664,0.8132,0.927
0.58,0.07,0.9802,0.8692,0.8495,0.894,0.9808,0.982,0.9802,0.9802,0.9829,0.8746,0.8279,0.927
0.58,0.08,0.9803,0.868,0.8522,0.8886,0.9809,0.9819,0.9803,0.9803,0.9831,0.8748,0.833,0.9209
0.58,0.09,0.9807,0.8676,0.8533,0.8851,0.9812,0.9819,0.9807,0.9807,0.9835,0.8766,0.8414,0.9148
0.58,0.1,0.9815,0.8701,0.8584,0.8843,0.9818,0.9824,0.9815,0.9815,0.9842,0.8815,0.8523,0.9128
0.58,0.11,0.982,0.8715,0.8634,0.8817,0.9823,0.9827,0.982,0.982,0.9848,0.8845,0.8615,0.9087
0.58,0.12,0.9823,0.8734,0.8663,0.8823,0.9825,0.9828,0.9823,0.9823,0.9849,0.8851,0.8646,0.9067
0.58,0.13,0.9826,0.874,0.8684,0.8814,0.9827,0.983,0.9826,0.9826,0.9852,0.8867,0.8694,0.9047
0.58,0.14,0.9828,0.876,0.8721,0.8814,0.9829,0.9832,0.9828,0.9828,0.9853,0.8873,0.8725,0.9026
0.58,0.15,0.9829,0.8766,0.8746,0.8799,0.983,0.9832,0.9829,0.9829,0.9854,0.888,0.8757,0.9006
0.58,0.16,0.9828,0.8757,0.8744,0.8783,0.9829,0.9831,0.9828,0.9828,0.9853,0.8869,0.8755,0.8986
0.58,0.17,0.9829,0.8758,0.8764,0.8764,0.983,0.9831,0.9829,0.9829,0.9854,0.8873,0.8802,0.8945
0.58,0.18,0.9827,0.8741,0.8759,0.8733,0.9827,0.9828,0.9827,0.9827,0.9852,0.8851,0.8798,0.8905
0.58,0.19,0.9831,0.8764,0.8803,0.8734,0.9831,0.9831,0.9831,0.9831,0.9855,0.8878,0.8851,0.8905
0.58,0.2,0.9829,0.8756,0.8807,0.8714,0.9829,0.9829,0.9829,0.9829,0.9854,0.8864,0.8864,0.8864
0.58,0.21,0.9832,0.877,0.8834,0.8714,0.9832,0.9832,0.9832,0.9832,0.9857,0.8882,0.89,0.8864
0.58,0.22,0.9831,0.8755,0.8837,0.8681,0.983,0.983,0.9831,0.9831,0.9855,0.8869,0.8914,0.8824
0.58,0.23,0.9829,0.8744,0.8834,0.8662,0.9829,0.9828,0.9829,0.9829,0.9854,0.8857,0.8912,0.8803
0.58,0.24,0.9828,0.8726,0.8836,0.8626,0.9827,0.9826,0.9828,0.9828,0.9853,0.8843,0.8926,0.8763
0.58,0.25,0.9831,0.8742,0.8869,0.8627,0.9829,0.9829,0.9831,0.9831,0.9855,0.8862,0.8963,0.8763
0.58,0.26,0.9829,0.8733,0.8867,0.8611,0.9828,0.9827,0.9829,0.9829,0.9854,0.885,0.896,0.8742
0.58,0.27,0.9832,0.8745,0.8893,0.8612,0.983,0.983,0.9832,0.9832,0.9857,0.8868,0.8998,0.8742
0.58,0.28,0.9829,0.8727,0.8903,0.8568,0.9827,0.9827,0.9829,0.9829,0.9854,0.8843,0.9011,0.8682
0.58,0.29,0.9826,0.8695,0.8896,0.8515,0.9823,0.9822,0.9826,0.9826,0.985,0.8808,0.9004,0.8621
0.58,0.3,0.9823,0.868,0.8891,0.849,0.982,0.9819,0.9823,0.9823,0.9848,0.8785,0.9,0.858
0.58,0.31,0.9822,0.8669,0.8889,0.8471,0.9819,0.9818,0.9822,0.9822,0.9846,0.8773,0.8998,0.856
0.58,0.32,0.982,0.866,0.8914,0.8434,0.9817,0.9816,0.982,0.982,0.9845,0.8757,0.903,0.8499
0.58,0.33,0.9822,0.8664,0.8923,0.8434,0.9818,0.9817,0.9822,0.9822,0.9846,0.8766,0.905,0.8499
0.58,0.34,0.9822,0.8662,0.896,0.84,0.9818,0.9816,0.9822,0.9822,0.9845,0.8749,0.9083,0.8438
0.58,0.35,0.9819,0.8653,0.8988,0.8364,0.9815,0.9814,0.9819,0.9819,0.9841,0.8713,0.9077,0.8377
0.58,0.36,0.9816,0.8638,0.8984,0.8338,0.9812,0.9811,0.9816,0.9816,0.9839,0.8689,0.9073,0.8337
0.58,0.37,0.9816,0.8638,0.8984,0.8338,0.9812,0.9811,0.9816,0.9816,0.9839,0.8689,0.9073,0.8337
0.58,0.38,0.9816,0.8638,0.8984,0.8338,0.9812,0.9811,0.9816,0.9816,0.9839,0.8689,0.9073,0.8337
0.58,0.39,0.9814,0.862,0.898,0.8307,0.9809,0.9808,0.9814,0.9814,0.9836,0.8665,0.9069,0.8296
0.58,0.4,0.9814,0.862,0.898,0.8307,0.9809,0.9808,0.9814,0.9814,0.9836,0.8665,0.9069,0.8296
0.58,0.41,0.9815,0.8634,0.9033,0.8292,0.981,0.9809,0.9815,0.9815,0.9837,0.8672,0.9107,0.8276
0.58,0.42,0.9814,0.8612,0.9029,0.8257,0.9809,0.9808,0.9814,0.9814,0.9836,0.866,0.9105,0.8256
0.58,0.43,0.9814,0.8612,0.9029,0.8257,0.9809,0.9808,0.9814,0.9814,0.9836,0.866,0.9105,0.8256
0.58,0.44,0.9816,0.8617,0.9065,0.8239,0.9811,0.981,0.9816,0.9816,0.9839,0.8675,0.9165,0.8235
0.58,0.45,0.9814,0.8598,0.9061,0.8208,0.9808,0.9807,0.9814,0.9814,0.9836,0.8651,0.9161,0.8195
0.58,0.46,0.9811,0.8586,0.9057,0.8188,0.9805,0.9804,0.9811,0.9811,0.9833,0.8627,0.9157,0.8154
0.58,0.47,0.981,0.8574,0.9097,0.8139,0.9803,0.9803,0.981,0.981,0.9832,0.8608,0.9194,0.8093
0.58,0.48,0.9807,0.8555,0.9092,0.811,0.98,0.98,0.9807,0.9807,0.9829,0.8584,0.919,0.8053
0.58,0.49,0.9807,0.8554,0.91,0.8101,0.98,0.9799,0.9807,0.9807,0.9829,0.8581,0.9209,0.8032
0.58,0.5,0.9805,0.8535,0.9096,0.8072,0.9797,0.9796,0.9805,0.9805,0.9827,0.8556,0.9206,0.7992
0.58,0.51,0.9805,0.8535,0.9096,0.8072,0.9797,0.9796,0.9805,0.9805,0.9827,0.8556,0.9206,0.7992
0.58,0.52,0.9805,0.8545,0.9142,0.8057,0.9797,0.9796,0.9805,0.9805,0.9826,0.854,0.9224,0.7951
0.58,0.53,0.9806,0.855,0.9151,0.8057,0.9798,0.9798,0.9806,0.9806,0.9827,0.855,0.9245,0.7951
0.58,0.54,0.9805,0.854,0.9149,0.8041,0.9797,0.9796,0.9805,0.9805,0.9826,0.8537,0.9243,0.7931
0.58,0.55,0.9803,0.8517,0.9146,0.8006,0.9795,0.9795,0.9803,0.9803,0.9824,0.8525,0.9242,0.7911
0.58,0.56,0.9801,0.8501,0.9142,0.7981,0.9792,0.9792,0.9801,0.9801,0.9822,0.8499,0.9238,0.787
0.58,0.57,0.9798,0.8488,0.9138,0.7961,0.9789,0.9789,0.9798,0.9798,0.9819,0.8474,0.9234,0.783
0.58,0.58,0.9801,0.8502,0.917,0.7961,0.9792,0.9792,0.9801,0.9801,0.9822,0.8493,0.9279,0.783
0.59,0.0,0.9796,0.8463,0.9161,0.7901,0.9786,0.9786,0.9796,0.9796,0.9816,0.8442,0.9272,0.7748
0.59,0.01,0.957,0.7946,0.7273,0.9028,0.9623,0.973,0.957,0.957,0.9607,0.7588,0.6258,0.9635
0.59,0.02,0.9685,0.8249,0.7721,0.8991,0.971,0.9762,0.9685,0.9685,0.972,0.8132,0.7112,0.9493
0.59,0.03,0.9741,0.8495,0.8101,0.903,0.9757,0.979,0.9741,0.9741,0.9771,0.8409,0.7586,0.9432
0.59,0.04,0.9762,0.8547,0.8203,0.8994,0.9774,0.9798,0.9762,0.9762,0.9792,0.8524,0.7817,0.9371
0.59,0.05,0.9776,0.8603,0.8297,0.8994,0.9786,0.9806,0.9776,0.9776,0.9805,0.8601,0.7962,0.9351
0.59,0.06,0.9789,0.8644,0.8413,0.8937,0.9797,0.9812,0.9789,0.9789,0.9816,0.8664,0.8132,0.927
0.59,0.07,0.9802,0.8692,0.8495,0.894,0.9808,0.982,0.9802,0.9802,0.9829,0.8746,0.8279,0.927
0.59,0.08,0.9803,0.868,0.8522,0.8886,0.9809,0.9819,0.9803,0.9803,0.9831,0.8748,0.833,0.9209
0.59,0.09,0.9807,0.8676,0.8533,0.8851,0.9812,0.9819,0.9807,0.9807,0.9835,0.8766,0.8414,0.9148
0.59,0.1,0.9815,0.8701,0.8584,0.8843,0.9818,0.9824,0.9815,0.9815,0.9842,0.8815,0.8523,0.9128
0.59,0.11,0.982,0.8715,0.8634,0.8817,0.9823,0.9827,0.982,0.982,0.9848,0.8845,0.8615,0.9087
0.59,0.12,0.9823,0.8734,0.8663,0.8823,0.9825,0.9828,0.9823,0.9823,0.9849,0.8851,0.8646,0.9067
0.59,0.13,0.9826,0.874,0.8684,0.8814,0.9827,0.983,0.9826,0.9826,0.9852,0.8867,0.8694,0.9047
0.59,0.14,0.9828,0.876,0.8721,0.8814,0.9829,0.9832,0.9828,0.9828,0.9853,0.8873,0.8725,0.9026
0.59,0.15,0.9829,0.8766,0.8746,0.8799,0.983,0.9832,0.9829,0.9829,0.9854,0.888,0.8757,0.9006
0.59,0.16,0.9828,0.8757,0.8744,0.8783,0.9829,0.9831,0.9828,0.9828,0.9853,0.8869,0.8755,0.8986
0.59,0.17,0.9829,0.8758,0.8764,0.8764,0.983,0.9831,0.9829,0.9829,0.9854,0.8873,0.8802,0.8945
0.59,0.18,0.9827,0.8741,0.8759,0.8733,0.9827,0.9828,0.9827,0.9827,0.9852,0.8851,0.8798,0.8905
0.59,0.19,0.9831,0.8764,0.8803,0.8734,0.9831,0.9831,0.9831,0.9831,0.9855,0.8878,0.8851,0.8905
0.59,0.2,0.9829,0.8756,0.8807,0.8714,0.9829,0.9829,0.9829,0.9829,0.9854,0.8864,0.8864,0.8864
0.59,0.21,0.9832,0.877,0.8834,0.8714,0.9832,0.9832,0.9832,0.9832,0.9857,0.8882,0.89,0.8864
0.59,0.22,0.9831,0.8755,0.8837,0.8681,0.983,0.983,0.9831,0.9831,0.9855,0.8869,0.8914,0.8824
0.59,0.23,0.9829,0.8744,0.8834,0.8662,0.9829,0.9828,0.9829,0.9829,0.9854,0.8857,0.8912,0.8803
0.59,0.24,0.9828,0.8726,0.8836,0.8626,0.9827,0.9826,0.9828,0.9828,0.9853,0.8843,0.8926,0.8763
0.59,0.25,0.9831,0.8742,0.8869,0.8627,0.9829,0.9829,0.9831,0.9831,0.9855,0.8862,0.8963,0.8763
0.59,0.26,0.9829,0.8733,0.8867,0.8611,0.9828,0.9827,0.9829,0.9829,0.9854,0.885,0.896,0.8742
0.59,0.27,0.9832,0.8745,0.8893,0.8612,0.983,0.983,0.9832,0.9832,0.9857,0.8868,0.8998,0.8742
0.59,0.28,0.9829,0.8727,0.8903,0.8568,0.9827,0.9827,0.9829,0.9829,0.9854,0.8843,0.9011,0.8682
0.59,0.29,0.9826,0.8695,0.8896,0.8515,0.9823,0.9822,0.9826,0.9826,0.985,0.8808,0.9004,0.8621
0.59,0.3,0.9823,0.868,0.8891,0.849,0.982,0.9819,0.9823,0.9823,0.9848,0.8785,0.9,0.858
0.59,0.31,0.9822,0.8669,0.8889,0.8471,0.9819,0.9818,0.9822,0.9822,0.9846,0.8773,0.8998,0.856
0.59,0.32,0.982,0.866,0.8914,0.8434,0.9817,0.9816,0.982,0.982,0.9845,0.8757,0.903,0.8499
0.59,0.33,0.9822,0.8664,0.8923,0.8434,0.9818,0.9817,0.9822,0.9822,0.9846,0.8766,0.905,0.8499
0.59,0.34,0.9822,0.8662,0.896,0.84,0.9818,0.9816,0.9822,0.9822,0.9845,0.8749,0.9083,0.8438
0.59,0.35,0.9819,0.8653,0.8988,0.8364,0.9815,0.9814,0.9819,0.9819,0.9841,0.8713,0.9077,0.8377
0.59,0.36,0.9816,0.8638,0.8984,0.8338,0.9812,0.9811,0.9816,0.9816,0.9839,0.8689,0.9073,0.8337
0.59,0.37,0.9816,0.8638,0.8984,0.8338,0.9812,0.9811,0.9816,0.9816,0.9839,0.8689,0.9073,0.8337
0.59,0.38,0.9816,0.8638,0.8984,0.8338,0.9812,0.9811,0.9816,0.9816,0.9839,0.8689,0.9073,0.8337
0.59,0.39,0.9814,0.862,0.898,0.8307,0.9809,0.9808,0.9814,0.9814,0.9836,0.8665,0.9069,0.8296
0.59,0.4,0.9814,0.862,0.898,0.8307,0.9809,0.9808,0.9814,0.9814,0.9836,0.8665,0.9069,0.8296
0.59,0.41,0.9815,0.8634,0.9033,0.8292,0.981,0.9809,0.9815,0.9815,0.9837,0.8672,0.9107,0.8276
0.59,0.42,0.9814,0.8612,0.9029,0.8257,0.9809,0.9808,0.9814,0.9814,0.9836,0.866,0.9105,0.8256
0.59,0.43,0.9814,0.8612,0.9029,0.8257,0.9809,0.9808,0.9814,0.9814,0.9836,0.866,0.9105,0.8256
0.59,0.44,0.9816,0.8617,0.9065,0.8239,0.9811,0.981,0.9816,0.9816,0.9839,0.8675,0.9165,0.8235
0.59,0.45,0.9814,0.8598,0.9061,0.8208,0.9808,0.9807,0.9814,0.9814,0.9836,0.8651,0.9161,0.8195
0.59,0.46,0.9811,0.8586,0.9057,0.8188,0.9805,0.9804,0.9811,0.9811,0.9833,0.8627,0.9157,0.8154
0.59,0.47,0.981,0.8574,0.9097,0.8139,0.9803,0.9803,0.981,0.981,0.9832,0.8608,0.9194,0.8093
0.59,0.48,0.9807,0.8555,0.9092,0.811,0.98,0.98,0.9807,0.9807,0.9829,0.8584,0.919,0.8053
0.59,0.49,0.9807,0.8554,0.91,0.8101,0.98,0.9799,0.9807,0.9807,0.9829,0.8581,0.9209,0.8032
0.59,0.5,0.9805,0.8535,0.9096,0.8072,0.9797,0.9796,0.9805,0.9805,0.9827,0.8556,0.9206,0.7992
0.59,0.51,0.9805,0.8535,0.9096,0.8072,0.9797,0.9796,0.9805,0.9805,0.9827,0.8556,0.9206,0.7992
